이름,유형,도로명주소,지번주소,전화번호,홈페이지,체크인/아웃시간,별점,리뷰 개수,위도,경도
함덕비치스테이제주,호텔,제주 제주시 조천읍 조함해안로 474,함덕리 1010,064-782-5660,https://be4.wingsbooking.com/JEJUBEACH1111,미제공,0.0,137,33.543355149318,126.663525840972
함덕비치스테이제주,호텔,제주 제주시 조천읍 조함해안로 474,함덕리 1010,064-782-5660,https://be4.wingsbooking.com/JEJUBEACH1111,미제공,0.0,137,33.543355149318,126.663525840972
함덕비치스테이제주,호텔,제주 제주시 조천읍 조함해안로 474,함덕리 1010,064-782-5660,https://be4.wingsbooking.com/JEJUBEACH1111,미제공,0.0,137,33.543355149318,126.663525840972
아이미제주비치호텔,3성급,제주 제주시 조천읍 조함해안로 474,함덕리 1010,064-780-0000,https://jejubeach.wixsite.com/jejubeach,체크인 15:00 체크아웃 11:00,3.9,665,33.543355149318,126.663525840972
아이미제주비치호텔,3성급,제주 제주시 조천읍 조함해안로 474,함덕리 1010,064-780-0000,https://jejubeach.wixsite.com/jejubeach,체크인 15:00 체크아웃 11:00,3.9,665,33.543355149318,126.663525840972
아이미제주비치호텔,3성급,제주 제주시 조천읍 조함해안로 474,함덕리 1010,064-780-0000,https://jejubeach.wixsite.com/jejubeach,체크인 15:00 체크아웃 11:00,3.9,665,33.543355149318,126.663525840972
아이미제주비치호텔,3성급,제주 제주시 조천읍 조함해안로 474,함덕리 1010,064-780-0000,https://jejubeach.wixsite.com/jejubeach,체크인 15:00 체크아웃 11:00,3.9,665,33.543355149318,126.663525840972
제주비치호텔W,호텔,제주 제주시 조천읍 조함해안로 474,함덕리 1010,064-780-0051,미제공,미제공,0.0,44,33.543355149318,126.663525840972
제주비치호텔W,호텔,제주 제주시 조천읍 조함해안로 474,함덕리 1010,064-780-0051,미제공,미제공,0.0,44,33.543355149318,126.663525840972
제주비치호텔W,호텔,제주 제주시 조천읍 조함해안로 474,함덕리 1010,064-780-0051,미제공,미제공,0.0,44,33.543355149318,126.663525840972
제주비치호텔W,호텔,제주 제주시 조천읍 조함해안로 474,함덕리 1010,064-780-0051,미제공,미제공,0.0,44,33.543355149318,126.663525840972
에이바호텔제주,호텔,제주 제주시 조천읍 조함해안로 474 THEAVAJEJU,함덕리 1010,064-784-9800,미제공,체크인 15:00 체크아웃 11:00,0.0,42,33.543355149318,126.663525840972
에이바호텔제주,호텔,제주 제주시 조천읍 조함해안로 474 THEAVAJEJU,함덕리 1010,064-784-9800,미제공,체크인 15:00 체크아웃 11:00,0.0,42,33.543355149318,126.663525840972
에이바호텔제주,호텔,제주 제주시 조천읍 조함해안로 474 THEAVAJEJU,함덕리 1010,064-784-9800,미제공,체크인 15:00 체크아웃 11:00,0.0,42,33.543355149318,126.663525840972
에이바호텔제주,호텔,제주 제주시 조천읍 조함해안로 474 THEAVAJEJU,함덕리 1010,064-784-9800,미제공,체크인 15:00 체크아웃 11:00,0.0,42,33.543355149318,126.663525840972
베니키아호텔제주,3성급,제주 제주시 애월읍 애월해안로 554-6,신엄리 2736-1,064-799-9977,http://www.jejubenikea.com/,체크인 15:00 체크아웃 11:00,3.88,396,33.4777415575671,126.36240759002
핀크스포도호텔,호텔,제주 서귀포시 안덕면 산록남로 863,상천리 산62-3,064-793-7000,https://podo.thepinx.co.kr/,체크인 15:00 체크아웃 11:00,4.57,1593,33.3157648004815,126.387327052102
신신호텔 제주월드컵,4성급,제주 서귀포시 서호중로 55,서호동 1524-7,0507-1447-8000,http://www.shinshinhotelworldcup.com,체크인 15:00 체크아웃 11:00,0.0,204,33.2545038552127,126.519285767898
제주 항공우주 호텔,4성급,제주 서귀포시 안덕면 녹차분재로 216 제주 항공우주 호텔,서광리 산41,064-798-5500,http://www.aerospacehoteljeju.com,체크인 15:00 체크아웃 11:00,4.14,656,33.3020764223118,126.295015258779
스타즈호텔 제주로베로,3성급,제주 제주시 관덕로 26,삼도2동 57-2,064-757-7111,http://stazhoteljejurobero.com/,체크인 15:00 체크아웃 11:00,4.15,696,33.5128713468846,126.521957635752
스위트오션 스위트메이서귀포호텔,4성급,제주 서귀포시 김정문화로27번길 9-1 스위트오션 스위트메이서귀포호텔,강정동 173-3,0507-1347-5757,http://www.sweetmayhotel.kr,체크인 15:00 체크아웃 11:00,4.4,573,33.2525157052154,126.507586386413
리치호텔,3성급,제주 제주시 애월읍 고내로13길 100,고내리 332-1,064-799-1991,http://www.richhotel.net/,체크인 15:00 체크아웃 11:00,4.17,594,33.4721861859267,126.349038179935
비스타케이 호텔 월드컵,4성급,제주 서귀포시 김정문화로41번길 10-6,법환동 745-1,0507-1481-7002,http://www.vistacayworldcup.com/,체크인 15:00 체크아웃 11:00,4.29,773,33.2519539485645,126.509812139273
비스타케이 호텔 월드컵,4성급,제주 서귀포시 김정문화로41번길 10-6,법환동 745-1,0507-1481-7002,http://www.vistacayworldcup.com/,체크인 15:00 체크아웃 11:00,4.29,773,33.2519539485645,126.509812139273
제주 비스타호텔 월드컵,모텔,제주 서귀포시 김정문화로41번길 10-6,법환동 745-1,02-3463-9060,미제공,미제공,0.0,7,33.2519539485645,126.509812139273
제주 비스타호텔 월드컵,모텔,제주 서귀포시 김정문화로41번길 10-6,법환동 745-1,02-3463-9060,미제공,미제공,0.0,7,33.2519539485645,126.509812139273
파크선샤인 제주,3성급,제주 서귀포시 남성중로 135,서홍동 637,064-766-1000,http://www.hotelsunshine.co.kr/jeju,체크인 14:00 체크아웃 11:00,4.64,1633,33.2435827759976,126.553559389516
엠버 퓨어힐 호텔 & 리조트,5성급,제주 제주시 1100로 2671-30,노형동 산13,064-801-3333,https://amberpurehill.com,체크인 15:00 체크아웃 11:00,0.0,276,33.4253914636813,126.487008503473
서귀포JS호텔,4성급,제주 서귀포시 김정문화로 51,법환동 745-5,064-802-3000,http://www.seogwipojshotel.com/,체크인 14:00 체크아웃 12:00,4.35,1405,33.2514319995243,126.510316402271
담모라 호텔앤 리조트,3성급,제주 서귀포시 안덕면 일주서로 1975-11,사계리 734,064-792-6678,http://www.dammora.com/,체크인 15:00 체크아웃 11:00,4.17,504,33.2497396307372,126.306097135457
벤티모 호텔 앤 레지던스 제주,4성급,제주 제주시 연삼로 14,연동 290-3,0507-1439-2295,http://www.ventimohotels.com,체크인 15:00 체크아웃 11:00,4.82,746,33.4934585490261,126.493763203518
까사로마호텔,3성급,제주 서귀포시 태평로 347,서귀동 314-2,064-733-2121,http://www.casalomahotel.com,체크인 15:00 체크아웃 11:00,4.49,509,33.2467353682826,126.558674092701
신신호텔 천지연,4성급,제주 서귀포시 서문로 42-1,서귀동 325-1,064-735-9000,http://jejushinshinhotel.com,체크인 15:00 체크아웃 11:00,4.21,621,33.2494983909101,126.557576295524
제주 샹그릴라 호텔 앤 리조트,호텔,제주 제주시 해안마을북길 14-6,해안동 2101-3,064-743-8098,https://www.seanhotelgroup.com/hotels/jejusg/ko,미제공,0.0,139,33.4635815765247,126.453777412324
소노벨 제주,"콘도,리조트",제주 제주시 조천읍 신북로 577 대명리조트제주휴양콘도미니엄,함덕리 274,1588-4888,미제공,체크인 15:00 체크아웃 11:00,4.26,3856,33.5411205909312,126.6718380816
위드호텔제주,4성급,제주 제주시 노연로 34,노형동 930-5,064-802-3500,http://www.hotelwithjeju.com/,체크인 15:00 체크아웃 11:00,4.24,622,33.4858521824034,126.483819523935
위드호텔제주,4성급,제주 제주시 노연로 34,노형동 930-5,064-802-3500,http://www.hotelwithjeju.com/,체크인 15:00 체크아웃 11:00,4.24,622,33.4858521824034,126.483819523935
위드호텔제주,4성급,제주 제주시 노연로 34,노형동 930-5,064-802-3500,http://www.hotelwithjeju.com/,체크인 15:00 체크아웃 11:00,4.24,622,33.4858521824034,126.483819523935
위드스테이호텔,4성급,제주 제주시 노연로 34,노형동 930-5,064-900-2055,http://www.withstayhotel.com,체크인 15:00 체크아웃 11:00,4.58,240,33.4858521824034,126.483819523935
위드스테이호텔,4성급,제주 제주시 노연로 34,노형동 930-5,064-900-2055,http://www.withstayhotel.com,체크인 15:00 체크아웃 11:00,4.58,240,33.4858521824034,126.483819523935
위드스테이호텔,4성급,제주 제주시 노연로 34,노형동 930-5,064-900-2055,http://www.withstayhotel.com,체크인 15:00 체크아웃 11:00,4.58,240,33.4858521824034,126.483819523935
위드시티호텔,호텔,제주 제주시 노연로 34,노형동 930-5,064-902-3275,http://www.withcityhotel.com/,체크인 15:00 체크아웃 11:00,0.0,69,33.4858521824034,126.483819523935
위드시티호텔,호텔,제주 제주시 노연로 34,노형동 930-5,064-902-3275,http://www.withcityhotel.com/,체크인 15:00 체크아웃 11:00,0.0,69,33.4858521824034,126.483819523935
위드시티호텔,호텔,제주 제주시 노연로 34,노형동 930-5,064-902-3275,http://www.withcityhotel.com/,체크인 15:00 체크아웃 11:00,0.0,69,33.4858521824034,126.483819523935
신신호텔 서귀포,4성급,제주 서귀포시 태평로371번길 18 신신호텔 서귀포,서귀동 486-1,064-731-6000,http://www.jeju-shinshinhotel.com,체크인 15:00 체크아웃 11:00,4.06,314,33.2454854959926,126.5626469104
호텔 케니 모슬포,3성급,제주 서귀포시 대정읍 하모중앙로 22 호텔 케니 모슬포,하모리 1414-1,0507-1434-9005,http://hotelkennymosulpo.co.kr,체크인 15:00 체크아웃 11:00,4.47,429,33.2262162316728,126.252396187141
호텔 아길라,3성급,제주 제주시 한림읍 옹포2길 10 호텔아길라,협재리 1398,0507-1368-7705,http://www.aguilajeju.com/,체크인 16:00 체크아웃 12:00,4.33,544,33.3999528942118,126.249493657118
엠스테이호텔,4성급,제주 서귀포시 태평로353번길 14,서귀동 829-5,064-800-6001,http://www.mstayjeju.co.kr,체크인 15:00 체크아웃 11:00,4.13,616,33.2468724608075,126.560724197249
엠스테이호텔,4성급,제주 서귀포시 태평로353번길 14,서귀동 829-5,064-800-6001,http://www.mstayjeju.co.kr,체크인 15:00 체크아웃 11:00,4.13,616,33.2468724608075,126.560724197249
제주호텔더엠,호텔,제주 서귀포시 태평로353번길 14,서귀동 829-5,0507-1330-6002,https://www.instagram.com/jeju_hotelthem,미제공,0.0,68,33.2468724608075,126.560724197249
제주호텔더엠,호텔,제주 서귀포시 태평로353번길 14,서귀동 829-5,0507-1330-6002,https://www.instagram.com/jeju_hotelthem,미제공,0.0,68,33.2468724608075,126.560724197249
아스타호텔,4성급,제주 제주시 서사로 129 ASTAR HOTEL,삼도일동 535-10,064-710-1112,http://www.hotelastar.com,체크인 14:00 체크아웃 11:00,4.36,615,33.5008542977415,126.52025158907
샐리스제주호텔,3성급,제주 제주시 애월읍 고내로 46,하가리 1256-2,064-712-0025,http://www.sallysjeju.com/,체크인 15:00 체크아웃 11:00,4.45,499,33.4648836716242,126.341402893574
켄싱턴리조트 서귀포점,"콘도,리조트",제주 서귀포시 이어도로 684,강정동 2677,064-739-9001,http://www.kensington.co.kr/rsw/,체크인 15:00 체크아웃 11:00,4.06,3271,33.2336112067663,126.489324445986
제주웨스턴그레이스호텔,3성급,제주 서귀포시 김정문화로27번길 9-7,강정동 173-1,064-738-7777,https://blog.naver.com/hotelsean,체크인 15:00 체크아웃 11:00,4.25,658,33.2526763999366,126.506955463701
호텔에어시티 제주,호텔,제주 제주시 삼무로 56,연동 282-3,064-720-5000,https://www.aircityjeju.com/,체크인 15:00 체크아웃 11:00,4.44,336,33.4896312662371,126.49261056783
호텔스카이파크 제주1호점,3성급,제주 제주시 삼무로 48 호텔스카이파크 제주1호점,연동 272-29,0507-1431-0004,https://www.skyparkhotel.com/html/main.asp,체크인 15:00 체크아웃 12:00,0.0,518,33.4895552813631,126.491735238906
라온프라이빗타운,3성급,제주 제주시 한림읍 금능남로 127,협재리 2838,미제공,미제공,체크인 15:00 체크아웃 11:00,0.0,343,33.3808982149237,126.241287524957
블룸호텔,3성급,제주 서귀포시 중문관광로72번길 53,색달동 2812-2,064-738-7000,https://www.suites.co.kr/Bloom/Ko/,체크인 15:00 체크아웃 11:00,4.33,394,33.2498669767771,126.408175645734
마레보비치호텔,3성급,제주 제주시 애월읍 곽지1길 23,곽지리 1565-18,064-799-2345,http://marevobeachhotel.com,체크인 16:00 체크아웃 11:00,0.0,201,33.4481869379511,126.303829573606
서귀포호텔,호텔,제주 서귀포시 상예로 319 서귀포호텔,상예동 161,064-738-0123,미제공,미제공,4.19,312,33.2731819884786,126.395068314021
타마라제주,호텔,제주 서귀포시 김정문화로41번길 10-8,법환동 745-2,0507-1318-0012,http://tamarajeju.jalib.site/,미제공,4.48,280,33.2518736969334,126.510130760855
센트럴시티호텔,4성급,제주 제주시 노연로 66,연동 253-3,064-786-0000,https://www.seanhotelgroup.com/hotels/jeju-central-city/ko,체크인 15:00 체크아웃 11:00,4.3,641,33.4857636445383,126.487119947384
호텔더그랑 서귀포,3성급,제주 서귀포시 중정로 16,서귀동 316-4,0507-1332-4093,https://www.agoda.com/ko-kr/hotel-the-grang-seogwipo/hotel/jeju-kr.html,체크인 15:00 체크아웃 11:00,0.0,47,33.2473374879638,126.55814387933
탑스텐 빌라드 애월 제주,4성급,제주 제주시 애월읍 애월해안로 516-7,신엄리 2768-7,064-720-9000,http://villadeaewol.co.kr,체크인 15:00 체크아웃 11:00,4.3,758,33.4774168174685,126.359960774805
윈스토리호텔,3성급,제주 서귀포시 중정로 11,서귀동 318-17,064-741-0000,http://www.hotelwinstory.com,체크인 15:00 체크아웃 11:00,4.22,542,33.247732788808,126.557593239625
윈스토리호텔,3성급,제주 서귀포시 중정로 11,서귀동 318-17,064-741-0000,http://www.hotelwinstory.com,체크인 15:00 체크아웃 11:00,4.22,542,33.247732788808,126.557593239625
호텔 징크,호텔,제주 서귀포시 중정로 11 징크 호텔,서귀동 318-17,064-762-9800,http://hotelzinc.co.kr/,체크인 15:00 체크아웃 11:00,0.0,154,33.247732788808,126.557593239625
호텔 징크,호텔,제주 서귀포시 중정로 11 징크 호텔,서귀동 318-17,064-762-9800,http://hotelzinc.co.kr/,체크인 15:00 체크아웃 11:00,0.0,154,33.247732788808,126.557593239625
블루하와이 호텔,3성급,제주 제주시 한림읍 한림로 75,금능리 2005-1,064-773-0800,https://bluehawaii2.modoo.at,미제공,4.2,783,33.3807378246744,126.21841746336
아시아호텔,호텔,제주 제주시 노연로 53,노형동 917-8,064-798-0888,http://jejuasiahotel.co.kr,미제공,4.34,412,33.4862532604275,126.485805121467
블루스프링부띠끄호텔,1성급,제주 제주시 한림읍 한림로 330,협재리 2514-2,064-796-1782,http://www.hotelbluespring.com/,체크인 15:00 체크아웃 11:00,3.98,344,33.3929768879297,126.240239448761
호텔 화인 제주,4성급,제주 서귀포시 칠십리로 87,서귀동 782-3,064-763-9540,http://www.hotelfinejeju.com,체크인 15:00 체크아웃 11:00,4.79,267,33.2404771962685,126.565087302035
썬라이즈호텔 성산점,2성급,제주 서귀포시 성산읍 성산등용로17번길 35 썬라이즈호텔 성산점,성산리 169-16,064-782-6650,http://aroomi.co.kr,체크인 15:00 체크아웃 11:00,4.22,316,33.4623622907643,126.93098203032
루체빌,3성급,제주 서귀포시 안덕면 산록남로 786 루체빌,상천리 산78-1,064-805-0114,http://www.luceville.com/,체크인 15:00 체크아웃 11:00,4.33,882,33.3191323745079,126.384730182841
제주노블레스관광호텔,3성급,제주 제주시 월성로4길 19,용담이동 2761,0507-1411-7161,https://hotelnoblessejeju.modoo.at,체크인 15:00 체크아웃 11:00,4.21,565,33.5011521808971,126.503386348543
제주푸른호텔,호텔,제주 서귀포시 서호중로 47,서호동 1524-3,0507-1323-2004,https://jejupureunhotel.com,체크인 15:00 체크아웃 11:00,0.0,101,33.2546269282984,126.518353937267
키코앤일레인호텔,4성급,제주 서귀포시 일주서로 660,회수동 659,064-738-2013,http://www.kikonilleinn.com,체크인 16:00 체크아웃 11:00,4.59,451,33.2545984768601,126.439140752221
머큐어앰배서더 제주,호텔,제주 서귀포시 안덕면 한창로 365,상창리 2893,064-793-1131,http://mercurejeju.com/,체크인 15:00 체크아웃 11:00,0.0,289,33.2928285344725,126.347631623703
