이름,유형,도로명주소,지번주소,전화번호,홈페이지,테마,위도,경도
전원민박,민박,제주특별자치도 제주시 우도면 우목길 104,우도면 연평리 2393,,http://udohouse.modoo.at/,숙소,33.5098812807046,126.944066422772
하도생각나,민박,제주특별자치도 제주시 구좌읍 하도서길 22-6,구좌읍 하도리 2122,010-3225-3741,http://www.instagram.com/remember_hado,숙소,33.522469375232,126.881862102455
곽지주택,민박,제주특별자치도 제주시 애월읍 곽지남3길 21,애월읍 곽지리 1855,010-2980-9317,http://blog.naver.com/gwakjijutaek,숙소,33.4448788331898,126.311466335954
달물인연,민박,제주특별자치도 제주시 구좌읍 월정1길 79-13,구좌읍 월정리 695,010-2637-1129,http://www.dalmul.com/,숙소,33.5576899050332,126.792457620623
귤나잇,민박,제주특별자치도 서귀포시 속골로 66-7,호근동 1536,,https://blog.naver.com/gyulnight,숙소,33.2457021295281,126.531396884581
스테이선흘숲,민박,제주특별자치도 제주시 조천읍 선흘남4길 221 제주시 선흘남4길 221,조천읍 선흘리 2112-5,010-9898-6851,https://blog.naver.com/forest6851/222600804976,숙소,33.4925908585351,126.703057301715
제주드루앙 함덕점,민박,제주특별자치도 제주시 조천읍 함와로 503 2층,조천읍 와산리 852-2,,https://blog.naver.com/jejudolzip,숙소,33.4988974732467,126.678564442719
조이하우스두번째이야기,민박,제주특별자치도 제주시 도두항서길 63,도두일동 2618,,,숙소,33.5043321208831,126.46374621535
연우네민박,민박,제주특별자치도 서귀포시 칠십리로 510,보목동 412,064-732-7320,,숙소,33.2424326741843,126.605124601921
함덕촌따이민박,민박,제주특별자치도 제주시 조천읍 함덕30길 20-13 2층,조천읍 함덕리 4160-1,,,숙소,33.5383905600308,126.675358331964
내도레미민박집,민박,제주특별자치도 제주시 내도1길 6-1,내도동 597-1,010-7655-4454,http://instagram.com/naedoremi,숙소,33.4948331082371,126.438097836962
뉴추자아일랜드,민박,제주특별자치도 제주시 추자면 추자로 581-6,추자면 신양리 417,064-744-0533,,숙소,33.9466899192081,126.3287547466
호연스테이,민박,제주특별자치도 제주시 구좌읍 한동북1길 51,구좌읍 한동리 1375-1,,https://www.hoyounstay.com/,숙소,33.5424236845457,126.829710818219
소보록요보록펜션,민박,제주특별자치도 서귀포시 검은여로 81-7,토평동 781-12,064-732-0330,http://www.soborok.com/,숙소,33.2505222917112,126.580341567918
102스테이,민박,제주특별자치도 서귀포시 하예로 1-7,하예동 155-1,010-4894-0377,https://blog.naver.com/102stay,숙소,33.2434883031808,126.385791699877
해녀민박,민박,제주특별자치도 서귀포시 성산읍 일출로 270-6,성산읍 성산리 136-9,064-782-3024,,숙소,33.4615304147255,126.934545587475
포리별펜션,민박,제주특별자치도 제주시 한경면 판포동1길 33-53 2동,한경면 판포리 1826,010-9570-6696,https://www.instagram.com/poristar.jeju,숙소,33.3666988544917,126.207840763489
송당미학,민박,제주특별자치도 제주시 구좌읍 송당서길 47-1,구좌읍 송당리 1862,010-5643-1221,https://www.instagram.com/songdangmihak/,숙소,33.4670035033849,126.769969156006
합전스테이,민박,제주특별자치도 제주시 구좌읍 세화합전2길 31-1,구좌읍 세화리 819,010-6754-5196,https://www.instagram.com/habjeonstay/,숙소,33.5145315599168,126.860103836358
김녕리야,민박,제주특별자치도 제주시 구좌읍 김녕로1길 70 1층,구좌읍 김녕리 1307-1,010-6860-6264,http://instagram.com/gimnyeongliya_jeju,숙소,33.5579415896727,126.750704560196
산수재,민박,제주특별자치도 서귀포시 이어도로253번길 38,대포동 1224,010-3698-8049,http://blog.naver.com/oes7028,숙소,33.246086955962,126.447598389977
애월에낭,민박,제주특별자치도 제주시 애월읍 장유길 10,애월읍 장전리 187-1,010-7934-1871,http://moontree10.modoo.at/,숙소,33.4518529070879,126.395635918311
제주별채민박,민박,제주특별자치도 제주시 애월읍 수산8길 6-30,애월읍 수산리 1186-31,010-4719-7707,https://m.blog.naver.com/stay6-30,숙소,33.4588556490288,126.388445887018
평대아라민박,민박,제주특별자치도 제주시 구좌읍 평대5길 48-1 나동,구좌읍 평대리 2024-3,010-3697-5515,,숙소,33.5330398422999,126.842364734111
구르는제주,민박,제주특별자치도 제주시 한림읍 한수풀로 176-19 1층,한림읍 대림리 580-3,010-4861-9261,http://blog.naver.com/gurununjeju,숙소,33.4213712893301,126.280912967582
토토의 바다,민박,제주특별자치도 서귀포시 표선면 토산중앙로49번길 21,표선면 토산리 481,010-9330-3699,,숙소,33.308928384149,126.775710226481
제주외가,민박,제주특별자치도 서귀포시 남원읍 삼덕동로 12 1층,남원읍 태흥리 29-3,010-7128-0001,https://instagram.com/oega_jeju?igshid=YmMyMTA2M2Y=,숙소,33.2943286622318,126.760639691565
오랜제주선화집,민박,제주특별자치도 제주시 조천읍 북촌13길 22,조천읍 북촌리 440-1,,,숙소,33.5512976578841,126.696320046239
해 우,민박,제주특별자치도 제주시 조천읍 와산서2길 80-43,조천읍 대흘리 1113-83,0504-0904-2682,https://www.stay-haewoo.com/,숙소,33.4877534526665,126.669152037485
수수로 제주,민박,제주특별자치도 제주시 조천읍 거문오름길 21,조천읍 선흘리 475-97,,http://instagram.com/susuro.jeju,숙소,33.4588754206203,126.713875341797
아라민박,민박,제주특별자치도 서귀포시 성산읍 난고로499번길 48,성산읍 난산리 938,064-782-2468,,숙소,33.4026951819217,126.871498205228
사려니하우스,민박,제주특별자치도 제주시 조천읍 우진오름길 85-19,조천읍 선흘리 1955-12,010-3578-9817,https://blog.naver.com/a124b,숙소,33.4636168241985,126.704211508738
저지돌담민박,민박,제주특별자치도 제주시 한경면 저지12길 8-1,한경면 저지리 532-12,010-8569-8873,https://m.blog.naver.com/kks3305/222664122572,숙소,33.3409021734395,126.258058347118
평대난길민박,민박,제주특별자치도 제주시 구좌읍 평대11길 27-6,구좌읍 평대리 28,010-7744-4023,https://pyeongdaenangil.modoo.at/,숙소,33.5266701967424,126.852438387596
평대난길민박,민박,제주특별자치도 제주시 구좌읍 평대11길 27-6,구좌읍 평대리 28,010-7744-4023,https://pyeongdaenangil.modoo.at/,숙소,33.5266701967424,126.852438387596
달비치,"여관,모텔",제주특별자치도 제주시 구좌읍 평대11길 27-6,구좌읍 평대리 28,070-8147-0808,,숙소,33.5266701967424,126.852438387596
달비치,"여관,모텔",제주특별자치도 제주시 구좌읍 평대11길 27-6,구좌읍 평대리 28,070-8147-0808,,숙소,33.5266701967424,126.852438387596
추자섬민박,민박,제주특별자치도 제주시 추자면 대서6길 73,추자면 대서리 241-2,064-742-2356,,숙소,33.9614918579992,126.290857179139
우연한발견,민박,제주특별자치도 제주시 애월읍 납읍로2길 29-2,애월읍 납읍리 1497,0507-1436-9193,https://linktr.ee/serendipity_jeju.stay,숙소,33.4364946189508,126.330202693236
서하동별장,민박,제주특별자치도 서귀포시 표선면 표선백사로58번길 36,표선면 표선리 1046-1,064-787-8959,,숙소,33.3185722293061,126.833650561722
스테이상상,민박,제주특별자치도 제주시 구좌읍 월정7길 55 3층,구좌읍 월정리 519,010-9397-9111,,숙소,33.5549215418204,126.795589239142
하도별방,민박,제주특별자치도 제주시 구좌읍 해맞이해안로 1674,구좌읍 하도리 1951-1,,,숙소,33.527187569901,126.880953364135
함덕535독채민박,민박,제주특별자치도 제주시 조천읍 신북로 535-1,조천읍 함덕리 1274,010-8664-9566,https://hamdeok535.modoo.at/,숙소,33.5416972939218,126.667092181576
제주다반사,민박,제주특별자치도 제주시 조천읍 대흘6길 77-83,조천읍 대흘리 1113-67,010-2242-6710,https://www.instagram.com/jeju_dailylife,숙소,33.4885996987476,126.670405499931
먼문하우스,민박,제주특별자치도 서귀포시 호근북로 55 2층,호근동 1169-1,010-5183-0367,,숙소,33.2619156790055,126.52977862782
프로퍼밀도,민박,제주특별자치도 서귀포시 대정읍 암반수마농로 532-4,대정읍 무릉리 566-5,010-2633-5324,https://instagram.com/proper.millldo,숙소,33.2733962395077,126.233332191472
귀덕민박,민박,제주특별자치도 제주시 한림읍 귀덕로 18,한림읍 귀덕리 1212-10,010-3077-4743,http://gwideok.smart9.net/,숙소,33.4424664360595,126.295777016668
애월럭스하우스,민박,제주특별자치도 제주시 애월읍 구엄동3길 34-4 103동,애월읍 구엄리 725,010-4510-8441,,숙소,33.4786509423566,126.381724622096
펠롱여관,민박,제주특별자치도 제주시 한경면 대한로 800-11,한경면 청수리 1091-1,0502-1949-4982,https://instagram.com/pellong_inn,숙소,33.2976852910847,126.24477957299
와산스테이인제주,민박,제주특별자치도 제주시 조천읍 와산1길 12,조천읍 와산리 629-1,010-6836-6866,https://blog.naver.com/akgloval18,숙소,33.4908438695042,126.683866285238
다령이네민박,민박,제주특별자치도 제주시 한경면 한경해안로 256,한경면 용수리 4037-3,010-8600-4739,,숙소,33.3292381890057,126.165693953423
달코롬,민박,제주특별자치도 서귀포시 안덕면 덕수서로35번길 18-9 달코롬,안덕면 덕수리 2550-9,010-6293-3966,https://dalkorom.modoo.at/,숙소,33.2548858447565,126.302998606551
바당언덕,민박,제주특별자치도 서귀포시 서리오름로 191-12,신효동 1045-4,064-733-5009,,숙소,33.2581565739307,126.604266271438
스테이 마중,민박,제주특별자치도 서귀포시 남원읍 태위로151번길 20-21,남원읍 위미리 2004,,http://www.staymajoong.com/,숙소,33.2772319584767,126.665500024995
푸른달,민박,제주특별자치도 제주시 진북길 13,화북일동 1619,010-3285-1516,https://blog.naver.com/myloveiz,숙소,33.5244240097537,126.565642900945
렌탈하우스 초,민박,제주특별자치도 서귀포시 성산읍 풍천로27번길 33-3,성산읍 신천리 904,,http://www.facebook.com/rentalcho,숙소,33.3458615881402,126.849246410188
미야의뜰,민박,제주특별자치도 제주시 용담로1길 4,용담삼동 586-27,070-8210-3721,https://www.airbnb.co.kr/rooms/21146233?guests=1&adults=1&s=67&unique_share_id=41d5c46c-f45b-4b3f-998e-cf73105c39bf,숙소,33.5133761898689,126.507038418408
제주고옥,민박,제주특별자치도 제주시 한림읍 귀덕14길 26-1,한림읍 귀덕리 1143-2,,https://www.instagram.com/jeju_go_ok/,숙소,33.4414801994122,126.294731406248
고요히,민박,제주특별자치도 제주시 구좌읍 김녕항3길 10-6,구좌읍 김녕리 3697,,https://www.instagram.com/stay_koyohi,숙소,33.5567443527893,126.747451346769
소목식탁,민박,제주특별자치도 제주시 구좌읍 종달동길 29-23,구좌읍 종달리 739,,https://blog.naver.com/somoktable,숙소,33.491683332226,126.903044013858
빌레꼿,민박,제주특별자치도 서귀포시 성산읍 오조로 132,성산읍 오조리 563,010-9229-4575,https://villecot.modoo.at/,숙소,33.4654413309616,126.913643435523
스테이매기,민박,제주특별자치도 제주시 한림읍 진질길 37,한림읍 귀덕리 4141,,https://www.instagram.com/stay_maggie,숙소,33.4410138139939,126.277582068132
"셋, 별",민박,제주특별자치도 제주시 구좌읍 동복남4길 25-20,구좌읍 동복리 1305,010-5653-8220,https://m.place.naver.com/accommodation/1419709216/home?entry=pll&businessCategory=pension,숙소,33.5480507687947,126.714555372546
신흥부부,민박,제주특별자치도 제주시 조천읍 신흥로1길 52,조천읍 신흥리 536,010-2604-2119,https://www.instagram.com/jeju_minbak/,숙소,33.5481879478574,126.649612454753
노루하루 민박,민박,제주특별자치도 제주시 구좌읍 남지기길 19-44,구좌읍 행원리 2734-3,,,숙소,33.5318779024523,126.789176065534
제주집두모공,민박,제주특별자치도 제주시 한경면 두모11길 49,한경면 두모리 2619-3,010-7130-6587,http://dumogong.com/,숙소,33.3570139752104,126.182937508822
유지공간,민박,제주특별자치도 제주시 한림읍 금능남1길 22 1층,한림읍 금능리 2088-8,010-5322-1907,https://www.instagram.com/uz_space,숙소,33.3856600929966,126.231534597172
웃더럭민박,민박,제주특별자치도 제주시 애월읍 상가북8길 20,애월읍 상가리 1244-1,,https://www.instagram.com/ut_theluk,숙소,33.4507082516314,126.347809108727
세렝게티,민박,제주특별자치도 제주시 한림읍 한림로 526-1,한림읍 옹포리 224,010-9798-8765,http://www.jejuserengeti.com/,숙소,33.4049382807198,126.255143432111
무이비엔,민박,제주특별자치도 제주시 구좌읍 한동로4길 3,구좌읍 한동리 948-1,070-7570-3341,http://blog.naver.com/muybien948,숙소,33.535036142474,126.823377472145
오늘도제주,민박,제주특별자치도 제주시 애월읍 봉성로 45-1,애월읍 봉성리 4110,010-5715-7806,https://blog.naver.com/love4114go/,숙소,33.4180178696579,126.311283307794
이니히제주,민박,제주특별자치도 제주시 애월읍 고내3길 22,애월읍 고내리 912-1,,https://www.instagram.com/innig_jeju,숙소,33.4644516750346,126.336305741789
쉬고팡,민박,제주특별자치도 서귀포시 표선면 성읍정의현로33번길 7,표선면 성읍리 842-1,010-3494-3669,,숙소,33.3856049221886,126.800538574451
봉골레하우스,민박,제주특별자치도 제주시 추자면 추자로 94-1,추자면 영흥리 361,064-744-1551,https://bglhouse.modoo.at/,숙소,33.9597107224762,126.296272633424
바니네민박집,민박,제주특별자치도 제주시 한림읍 금능3길 28 2층,한림읍 금능리 1534,010-9490-1199,https://m.booking.naver.com/booking/3/bizes/265553,숙소,33.3890910688631,126.226134058694
제주 한달살기 숨숨집,민박,제주특별자치도 제주시 조천읍 함덕남4길 154,조천읍 함덕리 680-5,010-3311-6965,https://blog.naver.com/laemee_laeo,숙소,33.5240346997929,126.669984381467
기분좋은민박,민박,제주특별자치도 제주시 구좌읍 선유로 36,구좌읍 김녕리 3182,,https://cafe.naver.com/01066931293,숙소,33.5500862142928,126.738863575236
물결그림,민박,제주특별자치도 제주시 조천읍 함덕5길 8-7,조천읍 함덕리 3177-1,010-7613-5787,http://www.instagram.com/mulgyeol_geulim,숙소,33.5444372377951,126.659698041261
해일월,민박,제주특별자치도 제주시 구좌읍 김녕항3길 26-29,구좌읍 김녕리 4054,010-5326-6477,https://www.visitjeju.net/kr/detail/view?contentsid=CNTS_000000000019333,숙소,33.5581587809051,126.745738219214
제주신촌1974,민박,제주특별자치도 제주시 조천읍 신촌7길 36,조천읍 신촌리 1974-1,,http://blog.naver.com/sinchon1974,숙소,33.5370549634495,126.622597938831
안녕판포씨,민박,제주특별자치도 제주시 한경면 일주서로 4600-18 제1동,한경면 판포리 1640,010-3467-0318,https://abnb.me/Qq9Fk9tLDxb,숙소,33.3672080077771,126.205361929388
장원민박,민박,제주특별자치도 서귀포시 천제연로 49,색달동 2539-3,064-738-1110,http://www.jangwonminbak.com/,숙소,33.2569559782213,126.411120769081
