이름,유형,도로명주소,지번주소,전화번호,영업시간,별점,리뷰,메뉴이름,메뉴가격,위도,경도,테마
한라원 제주신화월드점,한식,제주 서귀포시 안덕면 신화역사로304번길 38,서광리 산24,064-909-2203,매일 11:00 ~ 23:00,0.0,1453.0,"['흑돼지 돈마호크 모듬 2인세트', '제육쌈밥(2인)', '갈비초밥', '묵은지찜(2인)', '한우', '흑돼지 김치찌개', '흑돼지 된장찌개', '어린이돈가스', '칡 비빔냉면', '칡 물냉면', '돌솥비빔밥', '갈비탕', '고등어구이']","['79,000원', '46,000원', '17,000원', '46,000원', '48,000원', '12,000원', '12,000원', '12,000원', '12,000원', '12,000원', '15,000원', '18,000원', '18,000원']",33.3049726791712,126.31635202613,맛집
그루브,카페,제주 제주시 한림읍 한림로 333,협재리 2447-7,064-796-3336,매일 10:00 ~ 19:00,4.45,2812.0,"['아인슈페너', '버터 스콘 & 베리 콤포트', '그릭 요거트볼', '김치볶음밥', '슈림프 그릴드 치즈 샌드위치', '제주 그릴드 베지 샌드위치', '브랙퍼스트 와플', '망고 파인애플 스무디볼', '바나나 크렘브륄레 와플', '베리 리코타 와플', '초코 무스 브라우니', '제주 꿀케이크', '당근치즈크럼블', '올리브절임과 깜빠뉴', '감자튀김 w/ 그라나파다노']","['7,000원', '4,500원', '8,500원', '12,000원', '14,000원', '12,000원', '14,000원', '12,000원', '15,000원', '14,000원', '7,500원', '8,500원', '8,500원', '6,800원', '6,500원']",33.393737778091,126.240039791246,맛집
UDA,"카페,디저트",제주 서귀포시 속골로 13-7,호근동 1631-1,070-7757-0000,"월,화,수,금,토,일 10:30 ~ 19:00",4.67,2317.0,"['몬테크리스토 샌드위치', '제주 톳 파스타 샐러드', 'UDA 브런치', 'UDA 라떼', '치킨토마토스튜', '블루레몬에이드', '크림슨펀치(HOT)', '아이스크림', '바스크 치즈케이크', '흑임자 라떼', '생크림 크로와상', '레몬에이드', '자몽에이드']","['17,000원', '16,000원', '19,000원', '9,000원', '20,000원', '8,500원', '7,000원', '6,000원', '8,000원', '8,500원', '6,000원', '8,500원', '8,500원']",33.2410285147783,126.528529103475,맛집
구좌상회,"카페,디저트",제주 제주시 조천읍 선교로 198-5 구좌상회,선흘리 3983,010-6600-6648,"월,목,금,토,일 10:30 ~ 18:30",4.36,2256.0,"['당근케이크', '우아한숙녀']","['7,500원', '6,000원']",33.4856887401381,126.698872152394,맛집
사일리커피,카페,제주 서귀포시 대정읍 최남단해안로 412,상모리 1670-3,0507-1369-3382,매일 10:00 ~ 21:00,4.67,1504.0,"['사일리커피', '사일리 시나브로티', '기본메뉴 (수정)', '사일리 바다라떼', '가파도 청보리 미숫가루']","['7,000원', '7,000원', '5,500원', '7,000원', '7,000원']",33.1999595198696,126.275885879567,맛집
베케,"카페,디저트",제주 서귀포시 효돈로 54,신효동 1137-1,064-732-3828,"월,수,목,금,토,일 10:00 ~ 18:00",4.44,2953.0,"['아메리카노', '카페라떼', '차콩크림라떼', '쿠크모카라떼', '오레오라떼', '카푸치노', '바닐라라떼', '카페사이공', '망고 주스', '사과 주스', '하귤에이드', '흑임자라떼', '베이비초코', '쿠앤크라떼', '오미자에이드']","['6,500원', '7,000원', '8,500원', '6,500원', '6,500원', '6,000원', '7,500원', '6,000원', '6,500원', '6,500원', '9,000원', '7,000원', '7,000원', '7,000원', '8,000원']",33.2619539647892,126.604972933046,맛집
SADDLER HAUS 제주애월점,베이커리,제주 제주시 애월읍 애월로1길 24-15 1층,애월리 2527-4,02-4567-1234,화~일 10:00 ~ 18:30,4.53,3293.0,"['플레인세트', '크레뮤', '크림치즈', '새들러슈페너', '자두 스쿼시']","['24,300원', '6,200~8,500', '2,800원', '6,500원', '6,500원']",33.4635863720952,126.309780881941,맛집
스타벅스 제주칠성점,카페,제주 제주시 관덕로 55,일도1동 1461-1,1522-3232,매일 08:00 ~ 22:00,4.48,4367.0,"['카페 아메리카노', '카페 라떼', '스타벅스 돌체 라떼', '카라멜 마키아또', '카푸치노', '카페 모카', '화이트 초콜릿 모카', '콜드 브루', '자몽 허니 블랙 티', '아이스 자몽 허니 블랙 티', '망고 바나나 블렌디드', '에스프레소 프라푸치노', '자바 칩 프라푸치노']","['4,500원', '5,000원', '5,900원', '5,900원', '5,000원', '5,500원', '5,900원', '4,900원', '5,700원', '5,700원', '6,300원', '5,500원', '6,300원']",33.5133488425736,126.525243369504,맛집
앤트러사이트,"카페,디저트",제주 제주시 한림읍 한림로 564,동명리 1715,064-796-7991,매일 09:00 ~ 18:00,0.0,799.0,"['에스프레소', '아메리카노', '아이스 롱블랙', '카페라떼', '바닐라라떼', '오트라떼', '레몬 샤케라토', '아포가토', '카카오밀크', '진저밀크', '사과라떼', '신선쥬스', '진저샷', '진저티', '자몽티']","['4,500원', '5,500원', '6,000원', '6,000원', '6,500원', '6,500원', '6,000원', '6,500원', '7,000원', '7,000원', '7,000원', '7,000원', '7,000원', '6,500원', '6,500원']",33.4078960376911,126.258229753232,맛집
어박사 한림본점,"해물,생선요리",제주 제주시 한림읍 한림로 564,동명리 1715,064-796-0018,매일 11:00 ~ 21:30,0.0,0.0,"['통갈치조림 (2인)', '통갈치구이 (2인)', '해물갈비찜 (2인)', '전복물회', '갈치회']","['85,000원', '69,000원', '59,000원', '15,000원', '10,000원']",33.4078960376911,126.258229753232,맛집
인그리드,"카페,디저트",제주 제주시 서해안로 64,,0507-1344-6646,"월,화,금,토,일 11:00 ~ 18:00",4.52,1560.0,"['에스프레소', '아메리카노', '카페라떼']","['변동', '5,500원', '6,000원']",33.5025978413575,126.456692982712,맛집
그러므로part2,"카페,디저트",제주 제주시 수목원길 16-14,노형동 128,070-8844-2984,화~일 10:30 ~ 21:00,4.47,2187.0,"['메리하하', '레몬차', '진저라떼', '플랫화이트', '레몬에이드', '에스프레소', '아메리카노', '카페라떼', '카푸치노', '바닐라라떼']","['6,500원', '6,200원', '6,700원', '5,500원', '6,700원', '4,500원', '5,000원', '5,500원', '5,500원', '6,000원']",33.468430984325,126.485885113362,맛집
성산해나,"카페,디저트",제주 서귀포시 성산읍 성산중앙로 30-1,성산리 174-11,0507-1331-2820,월~토 11:00 ~ 21:00,4.66,,,,33.4625235857138,126.93294806973,맛집
포레스트제이 카우셰드,"카페,디저트",제주 서귀포시 안덕면 화순서서로64번길 16 포레스트제이카우셰드,화순리 1759-1,064-792-9909,매일 11:00 ~ 18:00,0.0,762.0,"['시그니처 숲라떼', '크림라떼', '휘낭시에', '스콘']","['7,500원', '6,500원', '3,300원', '4,300원']",33.2554109339703,126.331186106506,맛집
커피냅로스터스 제주,"카페,디저트",제주 제주시 애월읍 하귀2길 45 1층,하귀1리 450-1,064-744-4131,매일 10:00 ~ 18:00,0.0,889.0,['Americano'],"['5,500원']",33.4891898600088,126.413707243168,맛집
모노클제주,베이커리,제주 서귀포시 남원읍 태위로360번길 30-8,위미리 745-4,0507-1314-0360,매일 10:00 ~ 18:00,4.54,1678.0,['변경되어 올라갈 예정입니다'],['무료'],33.2729000690125,126.684538804445,맛집
소길다방,"카페,디저트",제주 제주시 애월읍 소길2길 45-3,소길리 619,0507-1483-5641,"월,수,목,금,토,일 10:00 ~ 18:00",0.0,737.0,"['핸드드립', '소길막(카이막)']","['6,000원', '7,500원']",33.4388102508632,126.37943524978,맛집
안녕육지사람,"카페,디저트",제주 제주시 우도면 우도해안길 792,연평리 1197-4,0507-1387-0186,10:00 ~ 18:00,4.55,4082.0,"['땅콩 흑돼지버거', '땅콩 아이스크림', '감귤톡톡에이드', '크림치즈 흑돼지버거', '칠리 흑돼지버거']","['11,000원', '5,500원', '7,000원', '12,500원', '12,500원']",33.5151951394469,126.95717072334,맛집
포레스트,베이커리,제주 제주시 애월읍 유수암평화길 162 포레스트,유수암리 965,064-799-8853,매일 10:00 ~ 19:00,0.0,788.0,"['포레스트 빙수', '포레스트식빵', '팔쪽마농빵', '초코소금빵', '소금빵', '바게트앙버터', '깜빠뉴', '치즈소프트깜빠뉴', '휘낭시에', '황치즈파운드', '블루베리 파운드', '레몬 파운드', '연유브레드', '치즈식빵', '블루베리식빵']","['12,000원', '5,500원', '5,500원', '4,000원', '3,500원', '5,500원', '5,000원', '4,000원', '3,500원', '3,500원', '8,000원', '8,000원', '3,500원', '6,000원', '6,000원']",33.4297930947964,126.408826346448,맛집
플로웨이브,"카페,디저트",제주 제주시 한림읍 장원길 63-12 플로웨이브 카페,한림리 56-1,0507-1305-9367,매일 09:00 ~ 21:00,0.0,290.0,"['루꼴라 피자', '마르게리타 피자', '고르곤졸라 피자', '제주 딱새우 리조또', '레드감바스', '수제 바질페스토 파스타', '등뼈오름(로마식 제주 등뼈찜)', '아마트리치아나 링귀니', '제주고사리크림파스타', '라바떡볶이', '차돌김치볶음밥', '루꼴라 베이컨 샌드위치', '트러플포테이토', '바게트', 'zen garden kit']","['19,000원', '17,000원', '18,000원', '16,000원', '26,000원', '12,000원', '12,000원', '18,000원', '12,000원', '14,000원', '13,000원', '9,000원', '15,000원', '2,500원', '35,000원']",33.4134916434073,126.282885076812,맛집
베릴,"카페,디저트",제주 제주시 한림읍 협재1길 19-8 1층,협재리 1698,010-2371-7114,매일 11:00 ~ 19:00,0.0,140.0,"['베릴바다라떼', '아메리카노', '청귤청에이드(수제청)', '자몽에이드(수제청)', '파인백향과에이드(수제청)', '망고라씨', '라즈베리라씨']","['8,500원', '6,000원', '8,000원', '8,000원', '8,000원', '8,000원', '8,000원']",33.3975751952266,126.242559297682,맛집
카페 돗돗헌,"카페,디저트",제주 서귀포시 표선면 민속해안로 631-34,표선리 40-1,0507-1447-4502,매일 10:00 ~ 19:00,4.4,707.0,"['유채꿀 보리개역', '옛날팥빙수', '한라산빙수', '다크크림라떼', '수박주스', '자색고구마라떼', '캐모마일', '껍질째 유기농 감귤주스', '우영밭 유기농 당근주스', '돗돗 기증플', '제주초가파운드', '아메리카노 핫', '에스프레소 핫', '카페라떼 핫', '카푸치노 핫']","['8,000원', '10,000원', '10,000원', '8,000원', '7,000원', '6,000원', '6,000원', '8,000원', '8,000원', '9,000원', '9,000원', '5,500원', '5,500원', '6,500원', '6,500원']",33.3212871409308,126.843088213207,맛집
빠빠라기 신제주점,카페,제주 제주시 신광로 45,연동 272-19,064-753-2888,화~일 18:00 ~ 22:00,4.5,1027.0,"['순수 초코 빙수', '순수 녹차 빙수', '요거트 빙수(중,대)', '팥빙수(중)', '초코빙수(중)']","['12,000원', '13,000원', '18,000~22,000', '18,000원', '18,000원']",33.4880113171089,126.490289398649,맛집
귤당리 협재점,"카페,디저트",제주 제주시 한경면 일주서로 4492,판포리 2950,070-7537-0038,매일 09:30 ~ 19:00,4.85,1968.0,"['귤당리 새참 브런치 (당근)', '귤당리 새참 브런치(감귤)', '제주 당근케이크', '제주 감귤케이크', '마농치즈바게트', '크로와상', '크림치즈쿠키', '귤당리 오란다', '귤당주머니(선물용)', '아메리카노', '제주바다라떼', '한라봉아인슈페너', '제주말차라떼', '제주한라봉에이드', '바다에이드']","['14,000원', '13,000원', '8,500원', '8,500원', '4,000원', '4,000원', '3,500원', '1,200원', '10,000원', '5,500원', '7,000원', '7,000원', '7,000원', '7,000원', '7,000원']",33.3630618595004,126.19615937371,맛집
카페이면,카페,제주 제주시 한림읍 금능5길 13 1층,금능리 1544,0507-1444-8864,월~금 09:00 ~ 18:00,4.65,793.0,"['Brewing coffee', '밀크티', '카페라테', '에스프레소', '감귤착즙쥬스', '페퍼민트 루이보스', '히비스커스 베리', '유자 마들렌']","['7,000원', '7,000원', '7,000원', '5,500원', '5,500원', '6,000원', '6,000원', '3,000원']",33.3885916865167,126.22655462747,맛집
카페 라라라,"카페,디저트",제주 제주시 구좌읍 해맞이해안로 1430,세화리 1498-3,0507-1328-0464,매일 10:00 ~ 21:00,4.61,5614.0,"['당근샌드', '제주 당근마카롱', '아메리카노', '100%당근주스', '당근케이크', '한라봉냉차', '한라봉온차', '플랫화이트', '호주식롱블랙', '카페모카', '에스프레소', '카페라떼', '카푸치노']","['2,000원', '3,000원', '5,500원', '8,000원', '7,000원', '7,000원', '7,000원', '6,500원', '6,000원', '8,000원', '6,000원', '7,000원', '7,000원']",33.5248689656788,126.857978171147,맛집
카페 레이어드 제주점,"카페,디저트",제주 제주시 구좌읍 동복로 85 주1동 1층,동복리 719-1,0507-1328-0464,매일 08:00 ~ 18:00,0.0,316.0,"['플레인 소금빵', '브래드 스콘', '플레인 스콘', '레몬 스콘', '크렌베리 크림치즈 스콘', '얼그레이 스콘', '블루베리 스콘']","['3,800원', '4,700원', '4,800원', '5,500원', '5,800원', '5,200원', '5,200원']",33.5536043221312,126.715697494868,맛집
호도제과,베이커리,제주 서귀포시 안덕면 화순로 132 호도제과,화순리 1091-4,0507-1477-0047,"월,수,목,금,토,일 10:00 ~ 18:00",4.47,991.0,"['우유크림도넛', '올리브치즈베이글', '에그모닝', '앙버터스콘', '소금빵', '제주쑥밤팥빵']","['4,000원', '4,200원', '4,500원', '4,200원', '3,300원', '4,300원']",33.2465493071016,126.332309568164,맛집
채점석베이커리&카페,베이커리,제주 서귀포시 서호남로32번길 29,서호동 1554-4,064-739-0033,매일 10:00 ~ 21:00,4.36,1899.0,"['소금빵 앙버터', '카야쨈 버터 프레첼', '프레첼 베이글(크림치즈+파)', '블루베리쨈크림치즈 먹물베이글', '미니버거세트(아메리카노(HOT))', '웰빙샌드위치 세트(아메리카노(HOT))', '카야쨈 버터 패스츄리', '퀴니아망', '소세지 야채 패스츄리', '롱 소세지 패스츄리', '눈덮힌 한라산팡도르(생크림팡도르(크림0))', '눈덮힌 한라산팡도르(기본 팡도르(크림X))', '마농(마늘)바게트', '크로와상', '에그타르트', '마들렌', '호두바스크', '쌀 롤케익', '단호박카스테라(미니)', '당근케이크 (미니)', '잠봉뵈르 샌드위치', '웰빙 샌드위치(2P)', '미니버거(4P)', '크로와상샌드위치(2P)', '딸기농장', '바스크 치즈케익(미니)', '딸기 타르트', '블루베리 타르트', '라즈베리 타르트', '우유식빵', '곡물식빵', '흑미 쌀 식빵', '얼그레이 밀크쨈', '딸기쨈', '블루베리쨈', '오디 요거트(500ml)', '청귤 요거트(500ml)', '한라봉에이드(ICE)', '레몬에이드(ICE)', '자몽에이드(ICE)', '아메리카노(hot)', '아메리카노(ice)', '카페라떼(hot)', '카페라떼(ice)', '바닐라라떼(hot)']","['3,800원', '4,900원', '6,500원', '6,500원', '11,900원', '10,500원', '4,900원', '4,800원', '4,900원', '4,500원', '7,900원', '6,900원', '7,500원', '4,300원', '3,900원', '3,800원', '7,500원', '7,500원', '7,500원', '7,500원', '5,500원', '7,000원', '8,500원', '9,500원', '4,900원', '10,000원', '12,000원', '12,000원', '12,000원', '5,900원', '6,900원', '7,000원', '12,000원', '12,000원', '12,000원', '7,000원', '6,500원', '6,000원', '6,000원', '6,000원', '4,500원', '4,900원', '4,900원', '5,500원', '5,400원']",33.2484758517256,126.514160374134,맛집
오알,"카페,디저트",제주 서귀포시 태평로 107 하얀색 뒷건물,호근동 481-1,0507-1475-7113,매일 10:00 ~ 20:30,0.0,444.0,"['단호박콘스프', '오알프렌치토스트', '오알브런치', '아메리카노', '카페라떼', '아인슈페너(hot / ice)', '크림라떼 (only ice)', '단호박라떼', 'Or요거트', '마시멜로초코쿠키', '도시락바스크치즈케이크']","['9,000원', '10,000원', '변동', '6,000원', '6,500원', '7,500원', '8,000원', '7,500원', '9,000원', '3,500원', '13,000원']",33.2441130881205,126.534708500628,맛집
팀블로우,"카페,디저트",제주 제주시 애월읍 애월로 19-5 1층,애월리 2474-3,064-799-2843,매일 08:00 ~ 20:00,4.58,1590.0,['블로우에이드'],"['8,000원']",33.4608838830824,126.310722411222,맛집
