이름,유형,도로명주소,지번주소,전화번호,홈페이지,테마
뽕똘하우스,게스트하우스,제주특별자치도 서귀포시 남원읍 태신천길 57-6,남원읍 태흥리 194-54,010-2327-2846,https://blog.naver.com/kangnam05/223048861767,숙소
담너머그곳에,게스트하우스,제주특별자치도 제주시 구좌읍 하도3길 108,구좌읍 하도리 1961-2,070-4548-9580,http://blog.naver.com/inkyung69,숙소
늘코삿,게스트하우스,제주특별자치도 서귀포시 지장샘로 5-8,서홍동 242-1,,http://blog.naver.com/neulkosat,숙소
온더로드 게스트하우스,게스트하우스,제주특별자치도 제주시 구좌읍 일주동로 2968,구좌읍 평대리 1723-2,,http://cafe.naver.com/houseontheroad,숙소
해피하우스MBG,게스트하우스,제주특별자치도 제주시 한경면 중산간서로 3356,한경면 낙천리 458-1,064-772-1239,http://0647721239.tshome.co.kr/,숙소
김녕게스트하우스 여우구슬,게스트하우스,제주특별자치도 제주시 구좌읍 김녕로11길 5-2,구좌읍 김녕리 1635,,,숙소
달파란게스트하우스,게스트하우스,제주특별자치도 서귀포시 남원읍 태위로360번길 201,남원읍 위미리 812-3,064-764-4933,http://cafe.naver.com/wimidalparan,숙소
한담누리게스트하우스,게스트하우스,제주특별자치도 제주시 애월읍 일주서로 6158,애월읍 애월리 2443-2,,,숙소
행복나무게스트하우스,게스트하우스,제주특별자치도 서귀포시 대정읍 무릉전지로35번길 26-29,대정읍 무릉리 3332,070-8806-3668,,숙소
성산핫플게스트하우스,게스트하우스,제주특별자치도 서귀포시 성산읍 한도로242번길 8,성산읍 성산리 264,010-2660-9714,,숙소
삼달재,게스트하우스,제주특별자치도 서귀포시 성산읍 삼달하동로 20,성산읍 삼달리 57-2,,http://www.samdarl.com/,숙소
구옥주택,게스트하우스,제주특별자치도 서귀포시 남원읍 위미중앙로300번길 24,남원읍 위미리 878-1,,https://www.instagram.com/guok_house/,숙소
오션웨이브판포,게스트하우스,제주특별자치도 제주시 한경면 판포동1길 33-47,한경면 판포리 1826-2,010-2670-2203,https://www.airbnb.com/wishlists/v/1237835825?s=42,숙소
귤낭게스트하우스,게스트하우스,제주특별자치도 서귀포시 안덕면 덕수동로 18-10,안덕면 덕수리 858-1,,https://blog.naver.com/wnstlrking1,숙소
가지스테이,게스트하우스,제주특별자치도 제주시 애월읍 중용길 52-1,애월읍 신엄리 1369-16,,https://www.instagram.com/gazi_stay,숙소
개밥바라기별 게스트하우스,게스트하우스,제주특별자치도 서귀포시 대정읍 무릉사장로 134,대정읍 무릉리 3858-1,,,숙소
푸른하늘은하수 게스트하우스,게스트하우스,제주특별자치도 서귀포시 성산읍 섭지코지로46번길 5,성산읍 고성리 211-4,,http://blog.naver.com/19810425,숙소
동네게스트하우스,게스트하우스,제주특별자치도 제주시 구좌읍 해맞이해안로 1156-1,구좌읍 평대리 2026-2,010-9967-8522,http://blog.naver.com/gaudi292513,숙소
안녕제주,게스트하우스,제주특별자치도 제주시 구좌읍 일주동로 2245,구좌읍 김녕리 116-1,,https://cafe.naver.com/hijejuhouse,숙소
김군524 게스트하우스,게스트하우스,제주특별자치도 제주시 구좌읍 월정중길 13,구좌읍 월정리 380-3,,https://www.instagram.com/gimgoon_524/,숙소
너울랑게스트하우스,게스트하우스,제주특별자치도 서귀포시 남원읍 일주동로 7857,남원읍 신례리 18,,http://noulrangguesthouse.modoo.at/,숙소
오신생할망집,게스트하우스,제주특별자치도 서귀포시 성산읍 시흥하동로57번길 12,성산읍 시흥리 821,064-782-4773,http://cargocollective.com/ohalmang,숙소
보로스름 스테이더몽 2호점,게스트하우스,제주특별자치도 서귀포시 안덕면 산방로 355,안덕면 사계리 1766-1,,,숙소
일출언덕신산게스트하우스,게스트하우스,제주특별자치도 서귀포시 성산읍 환해장성로121번길 21,성산읍 신산리 594-1,064-782-1375,https://cafe.naver.com/jejusinsanguesthouse.cafe,숙소
제주배낭N게스트하우스 사무실,게스트하우스,제주특별자치도 제주시 광평안길 7-1,노형동 2943,064-747-0113,http://baenangn.modoo.at/,숙소
금서방네이층집,게스트하우스,제주특별자치도 서귀포시 안덕면 덕수회관로61번길 1,안덕면 덕수리 773-1,,,숙소
성산오션뷰게스트하우스,게스트하우스,제주특별자치도 서귀포시 성산읍 환해장성로 923,성산읍 고성리 597-1,,,숙소
글라라게스트하우스,게스트하우스,제주특별자치도 서귀포시 남원읍 남한로140번길 77,남원읍 남원리 264-1,064-764-2888,,숙소
더고팡게스트하우스,게스트하우스,제주특별자치도 서귀포시 안덕면 신화역사로 863,안덕면 상천리 476-5,,,숙소
디하우스,게스트하우스,제주특별자치도 제주시 조천읍 곱은달서길 173-5,조천읍 대흘리 1725-1,010-3239-8101,https://blog.naver.com/btob114,숙소
한림역,게스트하우스,제주특별자치도 제주시 한림읍 명재로 32 1층,한림읍 협재리 1320-3,,https://www.instagram.com/hallim_station/,숙소
제주나들이 비엔비,게스트하우스,제주특별자치도 서귀포시 법환상로33번길 22,법환동 1147-2,010-7320-1495,http://blog.naver.com/jjsc2590,숙소
호라이즌스테이,게스트하우스,제주특별자치도 제주시 우도면 우도해안길 388 2층,우도면 연평리 2369,,https://www.instagram.com/horizon.udo/,숙소
여행자의기록,게스트하우스,제주특별자치도 제주시 한경면 일주서로 4059,한경면 용수리 1705-2,,https://instagram.com/r_of_t_jeju,숙소
제주소년게스트하우스,게스트하우스,제주특별자치도 제주시 서흘길 41,삼양일동 1779,,https://jejusonyun.modoo.at/,숙소
TJ게스트하우스,게스트하우스,제주특별자치도 제주시 구좌읍 행원동길 2-1,구좌읍 행원리 681,010-5116-9262,http://blog.naver.com/travelinjeju,숙소
제이더블유게스트하우스,게스트하우스,제주특별자치도 제주시 서해안로 540,용담삼동 1145-2,,,숙소
비빔채게스트하우스,게스트하우스,제주특별자치도 제주시 서흘길 16 1층,삼양일동 1599-22,064-758-6525,,숙소
사계절게스트하우스,게스트하우스,제주특별자치도 제주시 애월읍 광령서길 15,애월읍 광령리 3290-7,070-7779-5624,http://www.jeju4seasons.com/,숙소
솔파하우스,게스트하우스,제주특별자치도 서귀포시 정방로 7-6 2층,서귀동 215-1,010-4144-3887,http://blog.naver.com/solpahouse,숙소
베짱이마씸,게스트하우스,제주특별자치도 서귀포시 대정읍 상모로279번길 33,대정읍 상모리 4093-1,,http://www.instagram.com/muljil,숙소
서귀포항구호텔&게스트하우스,게스트하우스,제주특별자치도 서귀포시 칠십리로 40-2,서귀동 658-1,064-732-0888,http://hellojeju.fortour.kr/,숙소
두모악게스트하우스,게스트하우스,제주특별자치도 제주시 애월읍 중산간서로 5404-20,애월읍 납읍리 2718-1,064-799-7542,http://cafe.daum.net/jinjeju,숙소
제주애락 게스트하우스,게스트하우스,제주특별자치도 제주시 애월읍 구엄3길 22-6,애월읍 구엄리 1161-2,,,숙소
송정게스트하우스,게스트하우스,제주특별자치도 서귀포시 칠십리로 139,서귀동 71-9,064-733-4516,,숙소
표리네게스트하우스,게스트하우스,제주특별자치도 서귀포시 표선면 표선중앙로 73-9,표선면 표선리 589-1,,,숙소
초가인inn게스트하우스,게스트하우스,제주특별자치도 서귀포시 표선면 중산간동로 4710-1,표선면 성읍리 1430-7,064-787-1133,https://blog.naver.com/bmk1978,숙소
모살개렌트하우스,게스트하우스,제주특별자치도 제주시 한림읍 일주서로 5849-3,한림읍 귀덕리 3018-4,,,숙소
애드타임하우스,게스트하우스,제주특별자치도 서귀포시 표선면 가시로613번길 53,표선면 가시리 1913-1,,https://www.facebook.com/addtimehouse,숙소
뮤즈게스트하우스,게스트하우스,제주특별자치도 제주시 조천읍 함대로 75-14,조천읍 함덕리 2784-12,010-5933-0916,http://blog.naver.com/kman7319,숙소
라디오게스트하우스,게스트하우스,제주특별자치도 제주시 한림읍 한수7길 1-1,한림읍 한수리 920-4,0507-1304-2403,,숙소
소담한게스트하우스,게스트하우스,제주특별자치도 제주시 조천읍 조함해안로 586,조천읍 함덕리 204,070-5043-0705,http://blog.naver.com/yjh0818,숙소
가고팡제주,게스트하우스,제주특별자치도 제주시 광양8길 4 3층,이도2동 1773-26,,http://blog.naver.com/gagopang-jeju,숙소
페리앤하우스,게스트하우스,제주특별자치도 서귀포시 성산읍 서성일로747번길 31-7,성산읍 수산리 2774-4,,,숙소
허브팜게스트하우스,게스트하우스,제주특별자치도 제주시 애월읍 애월해안로 454-9,애월읍 신엄리 2807-5,064-900-5501,http://www.snname.com/herbfarmguest,숙소
애월 파티하는오누게스트하우스,게스트하우스,제주특별자치도 제주시 애월읍 애월로2길 7 1층,애월읍 애월리 2147-6,064-713-5003,https://www.instagram.com/onoo52so/,숙소
누리하우스,게스트하우스,제주특별자치도 제주시 동문로 34-1,일도일동 1084-22,064-753-2133,,숙소
알뜨르게스트하우스,게스트하우스,제주특별자치도 서귀포시 대정읍 송악관광로 203,대정읍 상모리 2063-8,064-792-1991,,숙소
하루스토리,게스트하우스,제주특별자치도 제주시 한림읍 내동길 24,한림읍 한림리 1126-2,,http://blog.naver.com/daxuan22,숙소
빨간지붕게스트하우스,게스트하우스,제주특별자치도 제주시 구좌읍 한동북1길 8-21,구좌읍 한동리 1316,010-8663-2758,https://www.instagram.com/red__boong/,숙소
큐티파이호텔,민박,제주특별자치도 제주시 애월읍 애월해안로 610 3층,애월읍 신엄리 963,010-8312-1793,http://www.cutiepiecafe.co.kr/,숙소
미르게스트하우스,민박,제주특별자치도 제주시 용담로7길 4,용담이동 603-30,010-2692-2270,http://mirguesthouse.com/,숙소
포니제주,민박,제주특별자치도 제주시 조천읍 비자림로 702-122,조천읍 교래리 579-19,010-4780-2557,https://blog.naver.com/pst199,숙소
하도36,민박,제주특별자치도 제주시 구좌읍 해맞이해안로 1766-14 1층,구좌읍 하도리 463-5,010-4617-4635,http://www.hado36.com/,숙소
힐링스파펜션,민박,제주특별자치도 서귀포시 안덕면 사계로114번길 53-27 2층,안덕면 사계리 517-3,1644-9565,http://healingspa.co.kr/,숙소
산방댁,민박,제주특별자치도 서귀포시 안덕면 사계신항로 6,안덕면 사계리 3591,010-5505-2242,http://www.instagram.com/sanbangdaek,숙소
제주민박 탐탐56,민박,제주특별자치도 제주시 구좌읍 상하도길 56,구좌읍 상도리 436,010-3630-4802,http://blog.naver.com/tamtam56,숙소
우도머뭄,민박,제주특별자치도 제주시 우도면 조일길 44,우도면 연평리 156-1,010-4260-2786,,숙소
제주게토게스트하우스파티,민박,제주특별자치도 서귀포시 남원읍 서의로154번길 69,남원읍 의귀리 1270-3,010-9154-6990,https://www.instagram.com/jejughetto/,숙소
수망일기,민박,제주특별자치도 서귀포시 남원읍 남조로 593-2,남원읍 수망리 360-5,010-5284-9581,https://sumangdiary.modoo.at/,숙소
간드락게스트하우스,민박,"제주특별자치도 제주시 간월동로 12 1,2층",아라이동 1371-5,064-742-8402,https://ganderak.modoo.at/,숙소
제주옥,민박,제주특별자치도 제주시 애월읍 봉성로 67,애월읍 봉성리 4123-7,010-2751-3786,https://www.instagram.com/jejuok_gh,숙소
비우다,민박,제주특별자치도 서귀포시 색달중앙로121번길 45,색달동 1534,064-739-5003,http://www.biuda.co.kr/,숙소
소이연가,민박,제주특별자치도 서귀포시 남원읍 위미중앙로300번길 49,남원읍 위미리 920-1,010-8455-2010,http://blog.naver.com/soyiyeonga,숙소
라온민박,민박,제주특별자치도 제주시 공설로5길 20,오라일동 2448,010-8442-4514,https://01084424514.modoo.at/,숙소
에리두,민박,제주특별자치도 서귀포시 대포복개로 37,대포동 2016,064-739-5867,http://eridu.co.kr/,숙소
오늘나는애월,민박,제주특별자치도 제주시 애월읍 가문동길 8,애월읍 하귀2리 2595-1,010-2767-0078,https://todayi.co.kr/,숙소
너랑나랑게스트하우스,민박,제주특별자치도 서귀포시 안덕면 화순해안로 40,안덕면 화순리 893-6,010-9002-0209,https://www.instagram.com/youandi__jeju,숙소
제주독채올레하우스,민박,제주특별자치도 제주시 구좌읍 덕행로 450-23,구좌읍 행원리 3433-24,064-783-1152,http://www.ollehouse.kr/,숙소
보름우스테이,민박,제주특별자치도 서귀포시 효돈순환로 262,하효동 840,010-2964-0262,http://blog.naver.com/borumoostay,숙소
플라주메종,민박,제주특별자치도 제주시 한림읍 상대2길 36,한림읍 상대리 3802-3,070-4261-5942,http://www.plagemaison.com/,숙소
이치비민박,민박,제주특별자치도 서귀포시 안덕면 난드르로 17,안덕면 창천리 812-1,010-4813-3605,http://blog.naver.com/pt0920,숙소
하도기록,민박,제주특별자치도 제주시 구좌읍 하도13길 32,구좌읍 하도리 1091-65,010-3811-1409,https://instagram.com/hadodiary?utm_medium=copy_link,숙소
지비하우스,민박,제주특별자치도 제주시 조천읍 종인내길 335-144,조천읍 와흘리 2037-8,010-6691-5601,http://www.gbhouse.co.kr/,숙소
선이못,민박,제주특별자치도 제주시 한경면 금등4길 128,한경면 금등리 463-3,010-4454-2662,https://www.instagram.com/sunny__mot,숙소
갈매기둥지,민박,제주특별자치도 제주시 조천읍 조함해안로 514,조천읍 함덕리 1004-17,064-784-0034,https://blog.naver.com/sandman6179,숙소
